designator,depth
GI01SUMO-RID16-06-DOSTAD000,12.0
GI01SUMO-RID16-07-NUTNRB000,12.0
GI01SUMO-RID16-08-SPKIRB000,12.0
GI01SUMO-RII11-02-ADCPSN010,500.0
GI01SUMO-RII11-02-CTDBPP031,40.0
GI01SUMO-RII11-02-CTDBPP032,80.0
GI01SUMO-RII11-02-CTDBPP033,130.0
GI01SUMO-RII11-02-CTDMOQ011,20.0
GI01SUMO-RII11-02-CTDMOQ012,60.0
GI01SUMO-RII11-02-CTDMOQ013,100.0
GI01SUMO-RII11-02-CTDMOQ014,180.0
GI01SUMO-RII11-02-CTDMOQ015,250.0
GI01SUMO-RII11-02-CTDMOQ016,350.0
GI01SUMO-RII11-02-CTDMOQ017,500.0
GI01SUMO-RII11-02-CTDMOQ031,40.0
GI01SUMO-RII11-02-CTDMOQ033,130.0
GI01SUMO-RII11-02-CTDMOR018,750.0
GI01SUMO-RII11-02-CTDMOR019,1000.0
GI01SUMO-RII11-02-CTDMOR020,1500.0
GI01SUMO-RII11-02-DOSTAD031,40.0
GI01SUMO-RII11-02-DOSTAD032,80.0
GI01SUMO-RII11-02-DOSTAD033,130.0
GI01SUMO-RII11-02-FLORDG031,40.0
GI01SUMO-RII11-02-FLORDG032,80.0
GI01SUMO-RII11-02-FLORDG033,130.0
GI01SUMO-RII11-02-PCO2WC051,40.0
GI01SUMO-RII11-02-PCO2WC052,80.0
GI01SUMO-RII11-02-PCO2WC053,130.0
GI01SUMO-RII11-02-PHSENE041,20.0
GI01SUMO-RII11-02-PHSENE042,100.0
GI01SUMO-SBC11-00-CPMENG000,0.0
GI01SUMO-SBD11-00-DCLENG000,0.0
GI01SUMO-SBD11-01-MOPAK0000,0.0
GI01SUMO-SBD11-03-HYDGN0000,0.0
GI01SUMO-SBD11-04-DOSTAD000,1.0
GI01SUMO-SBD11-05-SPKIRB000,-5.0
GI01SUMO-SBD11-06-METBKA000,-5.0
GI01SUMO-SBD11-08-NUTNRB000,1.0
GI01SUMO-SBD12-00-DCLENG000,0.0
GI01SUMO-SBD12-01-OPTAAD000,1.0
GI01SUMO-SBD12-02-FLORTD000,1.0
GI01SUMO-SBD12-03-HYDGN0000,0.0
GI01SUMO-SBD12-04-PCO2AA000,0.0
GI01SUMO-SBD12-05-WAVSSA000,0.0
GI01SUMO-SBD12-06-METBKA000,-5.0
GI01SUMO-SBD12-08-FDCHPA000,-5.0
GI02HYPM-MPM01-02-ZPLSGA009,150.0
GI02HYPM-MPM01-02-ZPLSGA010,150.0
GI02HYPM-RIM01-00-SIOENG000,2600.0
GI02HYPM-RIM01-02-CTDMOG039,164.0
GI02HYPM-WFP02-00-WFPENG000,2592.0
GI02HYPM-WFP02-01-FLORDL000,2592.0
GI02HYPM-WFP02-03-DOSTAL000,2592.0
GI02HYPM-WFP02-04-CTDPFL000,2592.0
GI02HYPM-WFP02-05-VEL3DL000,2592.0
GI03FLMA-RI000-00-CTDMOH000,1700.0
GI03FLMA-RI000-00-CTDMOH100,2600.0
GI03FLMA-RI000-00-CTDMOH400,2300.0
GI03FLMA-RI000-00-CTDMOH700,2000.0
GI03FLMA-RI000-00-VELPTB000,1700.0
GI03FLMA-RI000-00-VELPTB100,2600.0
GI03FLMA-RI000-00-VELPTB400,2300.0
GI03FLMA-RI000-00-VELPTB700,2000.0
GI03FLMA-RIM01-00-SIOENG000,1510.0
GI03FLMA-RIM01-02-ADCPSL003,500.0
GI03FLMA-RIM01-02-CTDMOG040,30.0
GI03FLMA-RIM01-02-CTDMOG041,40.0
GI03FLMA-RIM01-02-CTDMOG042,60.0
GI03FLMA-RIM01-02-CTDMOG043,90.0
GI03FLMA-RIM01-02-CTDMOG044,130.0
GI03FLMA-RIM01-02-CTDMOG045,180.0
GI03FLMA-RIM01-02-CTDMOG046,250.0
GI03FLMA-RIM01-02-CTDMOG047,350.0
GI03FLMA-RIM01-02-CTDMOG048,500.0
GI03FLMA-RIM01-02-CTDMOH049,750.0
GI03FLMA-RIM01-02-CTDMOH050,1000.0
GI03FLMA-RIM01-02-CTDMOH051,1500.0
GI03FLMA-RIS01-00-SIOENG000,30.0
GI03FLMA-RIS01-03-DOSTAD000,30.0
GI03FLMA-RIS01-04-PHSENF000,30.0
GI03FLMA-RIS01-05-FLORTD000,30.0
GI03FLMB-RI000-00-CTDMOH000,1800.0
GI03FLMB-RI000-00-CTDMOH100,2700.0
GI03FLMB-RI000-00-CTDMOH400,2400.0
GI03FLMB-RI000-00-CTDMOH700,2100.0
GI03FLMB-RI000-00-VELPTB000,1800.0
GI03FLMB-RI000-00-VELPTB100,2700.0
GI03FLMB-RI000-00-VELPTB400,2400.0
GI03FLMB-RI000-00-VELPTB700,2100.0
GI03FLMB-RIM01-00-SIOENG000,1510.0
GI03FLMB-RIM01-02-ADCPSL007,500.0
GI03FLMB-RIM01-02-CTDMOG060,30.0
GI03FLMB-RIM01-02-CTDMOG061,40.0
GI03FLMB-RIM01-02-CTDMOG062,60.0
GI03FLMB-RIM01-02-CTDMOG063,90.0
GI03FLMB-RIM01-02-CTDMOG064,130.0
GI03FLMB-RIM01-02-CTDMOG065,180.0
GI03FLMB-RIM01-02-CTDMOG066,250.0
GI03FLMB-RIM01-02-CTDMOG067,350.0
GI03FLMB-RIM01-02-CTDMOG068,500.0
GI03FLMB-RIM01-02-CTDMOH069,750.0
GI03FLMB-RIM01-02-CTDMOH070,1000.0
GI03FLMB-RIM01-02-CTDMOH071,1500.0
GI03FLMB-RIS01-00-SIOENG000,30.0
GI03FLMB-RIS01-03-DOSTAD000,30.0
GI03FLMB-RIS01-04-PHSENF000,30.0
GI03FLMB-RIS01-05-FLORTD000,30.0
GP02HYPM-MPM01-02-ZPLSGA009,150.0
GP02HYPM-MPM01-02-ZPLSGA010,150.0
GP02HYPM-RIM01-00-SIOENG000,4042.0
GP02HYPM-RIM01-02-CTDMOG039,164.0
GP02HYPM-WFP02-00-WFPENG000,2093.0
GP02HYPM-WFP02-01-FLORDL000,2093.0
GP02HYPM-WFP02-03-DOSTAL000,2093.0
GP02HYPM-WFP02-04-CTDPFL000,2093.0
GP02HYPM-WFP02-05-VEL3DL000,2093.0
GP02HYPM-WFP03-00-WFPENG000,4038.0
GP02HYPM-WFP03-01-FLORDL000,4038.0
GP02HYPM-WFP03-03-DOSTAL000,4038.0
GP02HYPM-WFP03-04-CTDPFL000,4038.0
GP02HYPM-WFP03-05-VEL3DL000,4038.0
GP03FLMA-RIM01-00-SIOENG000,1510.0
GP03FLMA-RIM01-02-ADCPSL003,500.0
GP03FLMA-RIM01-02-CTDMOG040,30.0
GP03FLMA-RIM01-02-CTDMOG041,40.0
GP03FLMA-RIM01-02-CTDMOG042,60.0
GP03FLMA-RIM01-02-CTDMOG043,90.0
GP03FLMA-RIM01-02-CTDMOG044,130.0
GP03FLMA-RIM01-02-CTDMOG045,180.0
GP03FLMA-RIM01-02-CTDMOG046,250.0
GP03FLMA-RIM01-02-CTDMOG047,350.0
GP03FLMA-RIM01-02-CTDMOG048,500.0
GP03FLMA-RIM01-02-CTDMOH049,750.0
GP03FLMA-RIM01-02-CTDMOH050,1000.0
GP03FLMA-RIM01-02-CTDMOH051,1500.0
GP03FLMA-RIS01-00-SIOENG000,30.0
GP03FLMA-RIS01-03-DOSTAD000,30.0
GP03FLMA-RIS01-04-PHSENF000,30.0
GP03FLMA-RIS01-05-FLORTD000,30.0
GP03FLMB-RIM01-00-SIOENG000,1510.0
GP03FLMB-RIM01-02-ADCPSL007,500.0
GP03FLMB-RIM01-02-CTDMOG060,30.0
GP03FLMB-RIM01-02-CTDMOG061,40.0
GP03FLMB-RIM01-02-CTDMOG062,60.0
GP03FLMB-RIM01-02-CTDMOG063,90.0
GP03FLMB-RIM01-02-CTDMOG064,130.0
GP03FLMB-RIM01-02-CTDMOG065,180.0
GP03FLMB-RIM01-02-CTDMOG066,250.0
GP03FLMB-RIM01-02-CTDMOG067,350.0
GP03FLMB-RIM01-02-CTDMOG068,500.0
GP03FLMB-RIM01-02-CTDMOH069,750.0
GP03FLMB-RIM01-02-CTDMOH070,1000.0
GP03FLMB-RIM01-02-CTDMOH071,1500.0
GP03FLMB-RIS01-00-SIOENG000,30.0
GP03FLMB-RIS01-03-DOSTAD000,30.0
GP03FLMB-RIS01-04-PHSENF000,30.0
GP03FLMB-RIS01-05-FLORTD000,30.0
GS01SUMO-RID16-00-DCLENG000,12.0
GS01SUMO-RID16-01-OPTAAD000,12.0
GS01SUMO-RID16-02-FLORTD000,12.0
GS01SUMO-RID16-03-CTDBPF000,12.0
GS01SUMO-RID16-04-VELPTA000,12.0
GS01SUMO-RID16-05-PCO2WB000,12.0
GS01SUMO-RID16-06-DOSTAD000,12.0
GS01SUMO-RID16-07-NUTNRB000,12.0
GS01SUMO-RID16-08-SPKIRB000,12.0
GS01SUMO-RII11-02-ADCPSN010,500.0
GS01SUMO-RII11-02-CTDBPP031,40.0
GS01SUMO-RII11-02-CTDBPP032,80.0
GS01SUMO-RII11-02-CTDBPP033,130.0
GS01SUMO-RII11-02-CTDMOQ011,20.0
GS01SUMO-RII11-02-CTDMOQ012,60.0
GS01SUMO-RII11-02-CTDMOQ013,100.0
GS01SUMO-RII11-02-CTDMOQ014,180.0
GS01SUMO-RII11-02-CTDMOQ015,250.0
GS01SUMO-RII11-02-CTDMOQ016,350.0
GS01SUMO-RII11-02-CTDMOQ017,500.0
GS01SUMO-RII11-02-CTDMOQ031,40.0
GS01SUMO-RII11-02-CTDMOQ033,130.0
GS01SUMO-RII11-02-CTDMOR018,750.0
GS01SUMO-RII11-02-CTDMOR019,1000.0
GS01SUMO-RII11-02-CTDMOR020,1500.0
GS01SUMO-RII11-02-DOSTAD031,40.0
GS01SUMO-RII11-02-DOSTAD032,80.0
GS01SUMO-RII11-02-DOSTAD033,130.0
GS01SUMO-RII11-02-FLORDG031,40.0
GS01SUMO-RII11-02-FLORDG032,80.0
GS01SUMO-RII11-02-FLORDG033,130.0
GS01SUMO-RII11-02-PCO2WC051,40.0
GS01SUMO-RII11-02-PCO2WC052,80.0
GS01SUMO-RII11-02-PCO2WC053,130.0
GS01SUMO-RII11-02-PHSENE041,20.0
GS01SUMO-RII11-02-PHSENE042,100.0
GS01SUMO-SBC11-00-CPMENG000,0.0
GS01SUMO-SBD11-00-DCLENG000,0.0
GS01SUMO-SBD11-01-MOPAK0000,0.0
GS01SUMO-SBD11-03-HYDGN0000,0.0
GS01SUMO-SBD11-04-DOSTAD000,1.0
GS01SUMO-SBD11-05-SPKIRB000,-5.0
GS01SUMO-SBD11-06-METBKA000,-5.0
GS01SUMO-SBD11-08-NUTNRB000,1.0
GS01SUMO-SBD12-00-DCLENG000,0.0
GS01SUMO-SBD12-01-OPTAAD000,1.0
GS01SUMO-SBD12-02-FLORTD000,1.0
GS01SUMO-SBD12-03-HYDGN0000,0.0
GS01SUMO-SBD12-04-PCO2AA000,0.0
GS01SUMO-SBD12-05-WAVSSA000,0.0
GS01SUMO-SBD12-06-METBKA000,-5.0
GS01SUMO-SBD12-08-FDCHPA000,-5.0
GS02HYPM-MPM01-02-ZPLSGA009,150.0
GS02HYPM-MPM01-02-ZPLSGA010,150.0
GS02HYPM-RIM01-00-SIOENG000,4634.0
GS02HYPM-RIM01-02-CTDMOG039,164.0
GS02HYPM-WFP02-00-WFPENG000,2373.0
GS02HYPM-WFP02-01-FLORDL000,2373.0
GS02HYPM-WFP02-03-DOSTAL000,2373.0
GS02HYPM-WFP02-04-CTDPFL000,2373.0
GS02HYPM-WFP02-05-VEL3DL000,2373.0
GS02HYPM-WFP03-00-WFPENG000,4623.0
GS02HYPM-WFP03-01-FLORDL000,4623.0
GS02HYPM-WFP03-03-DOSTAL000,4623.0
GS02HYPM-WFP03-04-CTDPFL000,4623.0
GS02HYPM-WFP03-05-VEL3DL000,4623.0
GS03FLMA-RIM01-00-SIOENG000,1510.0
GS03FLMA-RIM01-02-ADCPSL003,500.0
GS03FLMA-RIM01-02-CTDMOG040,30.0
GS03FLMA-RIM01-02-CTDMOG041,40.0
GS03FLMA-RIM01-02-CTDMOG042,60.0
GS03FLMA-RIM01-02-CTDMOG043,90.0
GS03FLMA-RIM01-02-CTDMOG044,130.0
GS03FLMA-RIM01-02-CTDMOG045,180.0
GS03FLMA-RIM01-02-CTDMOG046,250.0
GS03FLMA-RIM01-02-CTDMOG047,350.0
GS03FLMA-RIM01-02-CTDMOG048,500.0
GS03FLMA-RIM01-02-CTDMOH049,750.0
GS03FLMA-RIM01-02-CTDMOH050,1000.0
GS03FLMA-RIM01-02-CTDMOH051,1500.0
GS03FLMA-RIS01-00-SIOENG000,30.0
GS03FLMA-RIS01-03-DOSTAD000,30.0
GS03FLMA-RIS01-04-PHSENF000,30.0
GS03FLMA-RIS01-05-FLORTD000,30.0
GS03FLMB-RIM01-00-SIOENG000,1510.0
GS03FLMB-RIM01-02-ADCPSL007,500.0
GS03FLMB-RIM01-02-CTDMOG060,30.0
GS03FLMB-RIM01-02-CTDMOG061,40.0
GS03FLMB-RIM01-02-CTDMOG062,60.0
GS03FLMB-RIM01-02-CTDMOG063,90.0
GS03FLMB-RIM01-02-CTDMOG064,130.0
GS03FLMB-RIM01-02-CTDMOG065,180.0
GS03FLMB-RIM01-02-CTDMOG066,250.0
GS03FLMB-RIM01-02-CTDMOG067,350.0
GS03FLMB-RIM01-02-CTDMOG068,500.0
GS03FLMB-RIM01-02-CTDMOH069,750.0
GS03FLMB-RIM01-02-CTDMOH070,1000.0
GS03FLMB-RIM01-02-CTDMOH071,1500.0
GS03FLMB-RIS01-00-SIOENG000,30.0
GS03FLMB-RIS01-03-DOSTAD000,30.0
GS03FLMB-RIS01-04-PHSENF000,30.0
GS03FLMB-RIS01-05-FLORTD000,30.0
RS01SBPD-DP01A,2905.0
RS01SBPD-DP01A-00-ENG000000,2905.0
RS01SBPD-DP01A-01-CTDPFL104,2905.0
RS01SBPD-DP01A-02-VEL3DA103,2905.0
RS01SBPD-DP01A-03-FLCDRA104,2905.0
RS01SBPD-DP01A-03-FLNTUA104,2905.0
RS01SBPD-DP01A-05-OPTAAC102,2905.0
RS01SBPD-DP01A-06-DOSTAD104,2905.0
RS01SBPD-PD01A,2905.0
RS01SBPS-PC01A,200.0
RS01SBPS-PC01A-05-ADCPTD102,200.0
RS01SBPS-PC01A-06-VADCPA101,200.0
RS01SBPS-PC01A-07-CAMDSC102,200.0
RS01SBPS-PC01A-08-HYDBBA103,200.0
RS01SBPS-PC01A-4A-CTDPFA103,200.0
RS01SBPS-PC01A-4A-DOSTAD103,200.0
RS01SBPS-PC01A-4B-PHSENA102,200.0
RS01SBPS-PC01A-4C-FLORDD103,200.0
RS01SBPS-SC01A,200.0
RS01SBPS-SF01A,200.0
RS01SBPS-SF01A-2A-CTDPFA102,200.0
RS01SBPS-SF01A-2A-DOFSTA102,200.0
RS01SBPS-SF01A-2D-PHSENA101,200.0
RS01SBPS-SF01A-3A-FLORTD101,200.0
RS01SBPS-SF01A-3B-OPTAAD101,200.0
RS01SBPS-SF01A-3C-PARADA101,200.0
RS01SBPS-SF01A-3D-SPKIRA101,200.0
RS01SBPS-SF01A-4A-NUTNRA101,200.0
RS01SBPS-SF01A-4B-VELPTD102,200.0
RS01SBPS-SF01A-4F-PCO2WA101,200.0
RS01SHDR-PN01B,2908.0
RS01SLBS-LJ01A,2905.0
RS01SLBS-LJ01A-05-HPIESA101,2906.0
RS01SLBS-LJ01A-09-HYDBBA102,2905.0
RS01SLBS-LJ01A-10-ADCPTE101,2905.0
RS01SLBS-LJ01A-11-OPTAAC103,2924.0
RS01SLBS-LJ01A-12-CTDPFB101,2924.0
RS01SLBS-LJ01A-12-DOSTAD101,2924.0
RS01SLBS-LV01A,2905.0
RS01SLBS-MJ01A,2906.0
RS01SLBS-MJ01A-05-HYDLFA101,2906.0
RS01SLBS-MJ01A-05-OBSBBA102,2906.0
RS01SLBS-MJ01A-06-PRESTA101,2906.0
RS01SLBS-MJ01A-12-VEL3DB101,2906.0
RS01SLBS-PN01A,2908.0
RS01SUM1-LJ01B,779.0
RS01SUM1-LJ01B-05-HYDLFA104,779.0
RS01SUM1-LJ01B-05-OBSBBA101,779.0
RS01SUM1-LJ01B-06-OBSSPA103,779.0
RS01SUM1-LJ01B-07-OBSSPA102,779.0
RS01SUM1-LJ01B-08-OBSSPA101,779.0
RS01SUM1-LJ01B-09-PRESTB102,779.0
RS01SUM1-LJ01B-12-VEL3DB104,779.0
RS01SUM1-LV01B,779.0
RS01SUM2-MJ01B,811.0
RS01SUM2-MJ01B-00-FLOBNC101,811.0
RS01SUM2-MJ01B-00-FLOBNM101,811.0
RS01SUM2-MJ01B-00-OSMOIA101,811.0
RS01SUM2-MJ01B-05-CAMDSB103,811.0
RS01SUM2-MJ01B-06-MASSPA101,811.0
RS01SUM2-MJ01B-12-ADCPSK101,811.0
RS03ASHS-MJ03B,1552.0
RS03ASHS-MJ03B-00-OSMOIA301,1552.0
RS03ASHS-MJ03B-05-OBSSPA302,1552.0
RS03ASHS-MJ03B-06-OBSSPA301,1552.0
RS03ASHS-MJ03B-07-TMPSFA301,1552.0
RS03ASHS-PN03B-06-CAMHDA301,1552.0
RS03AXBS-LJ03A,2594.0
RS03AXBS-LJ03A-05-HPIESA301,2639.0
RS03AXBS-LJ03A-09-HYDBBA302,2594.0
RS03AXBS-LJ03A-10-ADCPTE303,2594.0
RS03AXBS-LJ03A-11-OPTAAC303,2594.0
RS03AXBS-LJ03A-12-CTDPFB301,2522.0
RS03AXBS-LJ03A-12-DOSTAD301,2522.0
RS03AXBS-MJ03A,2642.0
RS03AXBS-MJ03A-05-HYDLFA301,2642.0
RS03AXBS-MJ03A-05-OBSBBA303,2642.0
RS03AXBS-MJ03A-06-PRESTA301,2642.0
RS03AXBS-MJ03A-12-VEL3DB301,2642.0
RS03AXBS-PN03A,2609.0
RS03AXPD-DP03A,2465.0
RS03AXPD-DP03A-00-ENG000000,2465.0
RS03AXPD-DP03A-01-CTDPFL304,2465.0
RS03AXPD-DP03A-02-VEL3DA303,2465.0
RS03AXPD-DP03A-03-FLCDRA302,2465.0
RS03AXPD-DP03A-03-FLNTUA302,2465.0
RS03AXPD-DP03A-05-OPTAAC302,2465.0
RS03AXPD-DP03A-06-DOSTAD304,2465.0
RS03AXPD-PD03A,2465.0
RS03AXPS-LV03A,2594.0
RS03AXPS-PC03A,200.0
RS03AXPS-PC03A-05-ADCPTD302,200.0
RS03AXPS-PC03A-06-VADCPA301,200.0
RS03AXPS-PC03A-07-CAMDSC302,200.0
RS03AXPS-PC03A-08-HYDBBA303,200.0
RS03AXPS-PC03A-4A-CTDPFA303,200.0
RS03AXPS-PC03A-4A-DOSTAD303,200.0
RS03AXPS-PC03A-4B-PHSENA302,200.0
RS03AXPS-PC03A-4C-FLORDD303,200.0
RS03AXPS-SC03A,200.0
RS03AXPS-SF03A,200.0
RS03AXPS-SF03A-2A-CTDPFA302,200.0
RS03AXPS-SF03A-2A-DOFSTA302,200.0
RS03AXPS-SF03A-2D-PHSENA301,200.0
RS03AXPS-SF03A-3A-FLORTD301,200.0
RS03AXPS-SF03A-3B-OPTAAD301,200.0
RS03AXPS-SF03A-3C-PARADA301,200.0
RS03AXPS-SF03A-3D-SPKIRA301,200.0
RS03AXPS-SF03A-4A-NUTNRA301,200.0
RS03AXPS-SF03A-4B-VELPTD302,200.0
RS03AXPS-SF03A-4F-PCO2WA301,200.0
RS03CCAL-MJ03F,1526.0
RS03CCAL-MJ03F-05-BOTPTA301,1526.0
RS03CCAL-MJ03F-06-HYDLFA305,1526.0
RS03CCAL-MJ03F-06-OBSBBA301,1526.0
RS03ECAL-MJ03E,1516.0
RS03ECAL-MJ03E-05-OBSSPA303,1516.0
RS03ECAL-MJ03E-06-BOTPTA302,1516.0
RS03ECAL-MJ03E-08-OBSSPA304,1516.0
RS03ECAL-MJ03E-09-HYDLFA304,1516.0
RS03ECAL-MJ03E-09-OBSBBA302,1516.0
RS03INT1-MJ03C,1520.0
RS03INT1-MJ03C-05-CAMDSB303,1520.0
RS03INT1-MJ03C-06-MASSPA301,1520.0
RS03INT1-MJ03C-07-PPSDNA301,1520.0
RS03INT1-MJ03C-07-RASFLA301,1520.0
RS03INT1-MJ03C-09-THSPHA301,1520.0
RS03INT1-MJ03C-10-TRHPHA301,1520.0
RS03INT2-MJ03D,1527.0
RS03INT2-MJ03D-05-OBSSPA305,1527.0
RS03INT2-MJ03D-06-BOTPTA303,1527.0
RS03INT2-MJ03D-12-VEL3DB304,1527.0
RS05MDPL-PN05A,2820.0
